address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),review_count,sentiment_score,popularity_score,food_mentions,ambiance_mentions,authenticity_mentions,service_mentions,value_mentions,food_score,ambiance_score,authenticity_score,service_score,value_for_money_score
"47/1, 4th Floor, 9th Cross, 1st Main, Miniforest, Phase 3, JP Nagar, Bangalore",Three Dots & A Dash,0,1,4.3,1209,080 49652186,JP Nagar,"Bar, Casual Dining","['Cocktails', 'Pizza', 'Burgers', 'Pasta', 'Coconut Chicken', 'Mocktails', 'Nachos']","['European', 'Continental']",1500.0,Dine-out,227,0.9300733480176211,0.6401320518457868,422,376,61,260,58,0.7289351929392447,0.7464232547993019,0.6660171296296297,0.6862977777777778,0.84235375
"77B, 2nd Cross, 3rd Main, 4th Phase, JP Nagar, Bangalore",Hunger Camp,0,1,4.6,324,080 49652706,JP Nagar,Casual Dining,"['Tandoori Chicken', 'Chicken Sukha', 'Chicken Biryani', 'Dal Makhani', 'Neer Dosa', 'Mutton Biryani', 'Paneer Tikka Masala']","['North Indian', 'South Indian', 'Chinese', 'Seafood']",1300.0,Dine-out,69,0.9419782608695652,0.5579754987372251,253,41,56,38,44,0.7953483695652173,0.7566323118279571,0.9037736842105263,0.7401384408602151,0.7195739999999999
"55, Goenka Chambers, Jeevan Griha Colony, 19th Main, Phase 2, JP Nagar, Bangalore",Kesariya,0,1,4.2,1216,080 49653516,JP Nagar,Casual Dining,"['Kheer', 'Fruit Cream', 'Panipuri', 'Rajasthani Thali', 'Kulfi', 'Shrikhand', 'Dal Bati']",['Rajasthani'],1200.0,Dine-out,10,0.82942,0.6257533619297228,24,6,1,17,0,0.6533540833333333,0.81697,0.81245,0.6395916666666667,0.5
"15, 24th Main Road, 1st Phase, JP Nagar, Bangalore",Stories,1,1,4.2,2206,080 49653116,JP Nagar,"Pub, Casual Dining","['Cocktails', 'Pizza', 'Fries', 'Pasta', 'Chicken Sizzler', 'Mocktails', 'Long Island Iced Tea']","['American', 'Chinese', 'Continental', 'North Indian']",1200.0,Dine-out,215,0.8543327906976744,0.678184274236075,388,281,61,234,51,0.6680108875,0.7299681636726547,0.8293566939890711,0.6288298872180451,0.6083975
"Cross Roads Inn, 827, Near RV Dental College Compound, 24th Main, 12th Cross, JP Nagar, Bangalore",24th Main,0,1,4.1,1239,"+91 9900092563
+91 8722148555",JP Nagar,Casual Dining,"['Carrot Halwa', 'Paneer Satay', 'Manchow Soup', 'Gajar Ka Halwa', 'Butter Naan', 'Mocktails', 'Tandoori Mushrooms']","['North Indian', 'South Indian', 'Chinese']",800.0,Dine-out,11,0.8725818181818181,0.6124643443991847,35,8,1,15,6,0.6741348484848485,0.7718785714285714,0.92765,0.679425,0.6315458333333334
"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",55 Wall Street,0,1,3.9,1779,080 49652101,JP Nagar,Bar,"['Cocktails', 'Beer', 'Bloody Mary', 'Pasta', 'Pizza', 'Burgers', 'Nachos']","['Finger Food', 'North Indian', 'Chinese']",1300.0,Dine-out,140,0.8447535714285714,0.6121557273878272,178,192,13,184,40,0.5967131313131313,0.6786435950413223,0.8874923076923077,0.6347376700680272,0.6869965517241379
"15, Bannerghatta Main Road, JP Nagar, Bangalore",Le Arabia,1,0,4.3,0,+91 8041410082,JP Nagar,Casual Dining,['Chicken Biryani'],"['North Indian', 'Mughlai']",600.0,Dine-out,5,0.9527300000000001,0.0,10,7,3,4,0,0.757458,0.7962750000000001,0.64465,0.7771583333333334,0.5
"13, 7th Cross, 2nd Phase, JP Nagar, Bangalore",Chulha Chauki Da Dhaba,1,0,4.3,2420,"080 41204283
+91 7349738056",JP Nagar,Casual Dining,"['Chilli Babycorn', 'Egg Chilli', 'Chicken Curry', 'Sweet Lassi', 'Palak Paneer', 'Chaach', 'Butter Chicken']",['North Indian'],800.0,Dine-out,189,0.875192328042328,0.7026773737992748,396,196,95,144,82,0.668107504456328,0.6513220238095238,0.6364781578947369,0.6057669117647059,0.6147265625
"21, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Zaitoon,1,1,4.1,1547,"080 41477977
080 41488988",JP Nagar,Casual Dining,"['Hummus Falafel', 'Gulab Jamun', 'Shawarma', 'Bbq Chicken', 'Mojito', 'Chicken Biryani', 'Manchow Soup']","['BBQ', 'Arabian', 'Chinese', 'North Indian', 'Desserts']",1000.0,Dine-out,13,0.9268384615384615,0.6315404676100893,32,4,5,16,4,0.6931711538461538,0.7029916666666667,0.78978,0.6757714285714286,0.7131
"1105, Archana Arcade, 24th Main, 1st Phase, JP Nagar, Bangalore",1441 Pizzeria,1,0,4.1,138,"+91 9513221441
080 41221441",JP Nagar,Casual Dining,"['Hot Chocolate', 'Masala Lemonade', 'Gourmet Pizza', 'Nutella Pizza', 'Jalapeno Poppers', 'Thin Crust Pizza', 'Wood Fire Pizza']","['Pizza', 'Salad']",800.0,Dine-out,180,0.9507872222222222,0.42429396579552936,419,55,47,223,46,0.629296755952381,0.6188004901960784,0.743181914893617,0.747272962962963,0.5133666666666666
"610, 15th Cross, 100 Ft Ring Road, 1st Phase, JP Nagar, Bangalore",The Underpass Pub & Grub,0,1,4.0,720,"+91 8970444446
+91 7338605979",JP Nagar,"Pub, Casual Dining","['Pasta', 'Cocktails', 'Pizza', 'Paneer Tikka', 'Mocktails', 'Fish', 'Fries']","['Finger Food', 'Continental', 'North Indian', 'Chinese']",1500.0,Dine-out,150,0.6406390000000001,0.5520395674496373,295,136,35,150,34,0.615776985458613,0.6521149390243903,0.52583,0.44216549145299144,0.7501426470588235
"915, 24th Main Road, 2nd Phase, Mayura Circle, JP Nagar, Bangalore",Paradise,1,0,4.0,1986,"+91 9513477574
+91 9901842605",JP Nagar,Casual Dining,"['Kalmi Kabab', 'Hyderabadi Dum Biryani', 'Vegetable Biryani', 'Haleem', 'Supreme Mutton Biryani', 'Paneer Tikka', 'Hyderabadi Mutton Biryani']","['Biryani', 'North Indian', 'Kebab']",800.0,Dine-out,319,0.8451788401253919,0.6370808136906366,583,111,109,270,91,0.6905264916405434,0.816833445945946,0.8132979357798165,0.7624650316455697,0.6737216666666668
"47/1, 9th Main,1st Cross, Miniforest, Phase 3, JP Nagar, Bangalore",Checkpost,1,0,4.1,956,"00 08043712184
+91 9880439859",JP Nagar,Casual Dining,"['Filter Kaapi', 'Coffee', 'Egg Curry', 'Neer Dosa', 'Kadala Curry', 'Sea Food', 'Ghee Idli']","['South Indian', 'Seafood', 'North Indian', 'Beverages']",600.0,Dine-out,218,0.916687385321101,0.5901886200770098,301,47,41,130,208,0.7006098456790124,0.7092663043478261,0.9150134146341462,0.7579123595505618,0.6748707031250001
"1304, Ground Floor, 9th Cross, 20th Main, JP Nagar, Bangalore",Baba Chatkora,0,0,4.141666666666667,0,+91 9880894199,JP Nagar,Casual Dining,"['Dal Makhani', 'Thali', 'Matka Lassi']",['North Indian'],1000.0,Dine-out,5,0.9396899999999999,0.0,7,6,3,5,3,0.66334375,0.82834375,0.682775,0.7185333333333334,0.5757125
"471, Kothanur Dinne Main Road, 1st Floor, RBI Layout, 7th Phase, JP Nagar, Bangalore",Mani's Dum Biryani,1,0,4.2,380,+91 9606441698,JP Nagar,Casual Dining,"['Paneer Biryani', 'Raita', 'Gulab Jamun', 'Vegetable Biryani', 'Dum Biryani', 'Chicken Boneless Biryani', 'Chicken Kebab Biryani']","['Biryani', 'Kebab']",750.0,Dine-out,6,0.8065833333333332,0.5234587924434316,13,2,0,0,1,0.6280027777777778,0.7808125,0.5,0.5,0.61315
"309, 15th Cross, 100 Feet road, 5th Phase, JP Nagar, Bangalore",Bottle Breacher,0,1,4.1,1195,+91 9482512009,JP Nagar,"Casual Dining, Pub","['Chicken Biryani', 'Mocktails', 'Pizza', 'Cocktails', 'Pork Ribs', 'Beer', 'Nachos']","['Italian', 'Continental']",1200.0,Dine-out,201,0.7868231343283583,0.6093577924484849,283,293,42,297,62,0.6677085600907029,0.7788179530201342,0.6556785714285714,0.714105509868421,0.6036117021276596
"39, 15th Cross, Besides HDFC Bank, 4th Phase, JP Nagar, Bangalore",Two Friends Cauldron,1,1,4.1,459,080 49652809,JP Nagar,Casual Dining,"['Butter Beer', 'Pasta', 'Fries', 'Burgers', 'Exotic Veg Pizza', 'Potato Wedges', 'Veggie Pizza']","['Continental', 'Italian', 'American']",700.0,Dine-out,124,0.8727818548387096,0.5271975164256082,246,131,7,127,23,0.6990726558265582,0.7585259963768116,0.6539785714285715,0.6749271276595745,0.770396590909091
"1101, 1st Floor, 24th Main, Near ICICI Bank, JP Nagar, Bangalore",Nandhana Palace,0,1,4.3,1079,"+91 9513444821
080 46131111",JP Nagar,"Casual Dining, Bar","['Bamboo Chicken', 'Chicken Guntur', 'Mutton Bone Soup', 'Chicken Boneless Biryani', 'Hyderabadi Biryani', 'Chicken Kshatriya', 'Vegetable Biryani']","['Andhra', 'Biryani', 'North Indian', 'Chinese']",800.0,Dine-out,14,0.8573142857142857,0.6298822459113615,38,11,6,25,2,0.6997522916666667,0.6435321428571428,0.7568349999999999,0.7247629166666667,0.85535
"25/1, Near Sampoorna, 24th Main, 5th Phase, JP Nagar, Bangalore",The Coastal Crew by Fujian on 24th,1,1,4.2,1033,"080 26499444
+91 8951516623",JP Nagar,"Casual Dining, Bar","['Sea Food', 'Mocktails', 'Noodles', 'Murgh Ghee Roast', 'Cocktails', 'Tom Yum Soup', 'Spring Roll']","['Chinese', 'Thai', 'Seafood', 'North Indian', 'Momos']",1100.0,Dine-out,10,0.825015,0.6113999034788186,20,15,2,11,2,0.7246731481481481,0.677353125,0.92645,0.6431916666666666,0.6784
"4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",Rajdhani Thali Restaurant,1,1,3.9,887,"+91 9886022552
080 41126111",JP Nagar,Casual Dining,"['Thali', 'Kadhi', 'Malpua', 'Khichda', 'Dahi Vada', 'Dal Bati Churma', 'Rabri']",['North Indian'],900.0,Dine-out,11,0.8171954545454545,0.5552783586194466,26,6,8,14,2,0.604957196969697,0.63383,0.7732416666666666,0.580959375,0.6475500000000001
"N17, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Dr. Sheesha,0,1,4.1,1445,080 49653341,JP Nagar,Cafe,"['Mocktails', 'Pizza', 'Pasta Alfredo', 'Burgers', 'Nachos', 'Exotic Garlic Bread', 'Milk Shake']","['Cafe', 'Chinese', 'Continental', 'Italian']",800.0,Dine-out,125,0.9146272000000002,0.6256794574828289,225,145,4,35,26,0.8668997524752474,0.8062433884297521,0.7943687500000001,0.5600564516129032,0.8156479166666666
"67, Ground Floor, 3rd E Main Road, 15th Cross Road, 3rd Phase, JP Nagar, Bangalore",Nourich,1,1,3.9,0,"+91 9945675038
+91 8970112299",JP Nagar,Casual Dining,"['Soba Noodles', 'Pad Thai Noodle', 'Pickled Beetroot', 'Chicken Sandwich']","['Continental', 'Chinese', 'North Indian', 'Asian', 'Healthy Food', 'Fast Food']",800.0,Dine-out,2,0.95045,0.0,2,2,1,1,0,0.690375,0.74105,0.7919,0.6902,0.5
"21, 1st Floor, Next to Oracle, Kalyani Magnum Technum Park, 7th Phase, JP Nagar, Bangalore",Tandoor And Spice,1,0,4.0,181,"+91 7204051010
+91 8073411669",JP Nagar,Casual Dining,"['Egg Biryani', 'Tandoori Chicken', 'Chicken Biryani', 'Paneer Tikka', 'Mutton Biryani', 'Noodles', 'Dal Tadka']","['North Indian', 'Chinese', 'Biryani', 'Hyderabadi']",550.0,Dine-out,7,0.7840285714285714,0.4365560153970342,14,1,1,3,2,0.6838166666666666,0.7202,0.823,0.7765166666666667,0.51905
"688, 2nd,Floor, 15th cross, 100ft Ring Road, Above Lathangi Ford Showroom, JP Nagar, Bangalore",Watson's,1,1,4.0,1016,"+91 7022078777
+91 7022072777",JP Nagar,"Pub, Bar","['Beer', 'Pizza', 'Veg Starter', 'Martini', 'Mojito', 'Cocktails', 'Crispy Corn']","['Finger Food', 'Chinese', 'Continental']",1300.0,Dine-out,25,0.7995639999999999,0.5808949483663988,34,28,7,30,6,0.5628373015873016,0.6846266666666666,0.6310559523809524,0.5632205555555556,0.835275
"9/10 1st Floor, 24th Main Road, Shoba Tulip Appartment, Phase 5, JP Nagar, Bangalore",Karavali Grand,1,1,3.7000000000000006,0,080 41133147,JP Nagar,Casual Dining,[],"['North Indian', 'Seafood']",600.0,Dine-out,1,0.8548,0.0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"37/953, 2nd Floor, 24th Main, Above HDFC Bank, 2nd Phase, JP Nagar, Bangalore",Churchill's,1,1,4.1,1405,"+91 9035475040
+91 9845033470",JP Nagar,"Casual Dining, Pub","['Cocktails', 'Pasta', 'Hara Bhara Kebab', 'Peppy Paneer', 'Paneer Pizza', 'Peri Peri Prawn', 'Fiery Paneer']","['North Indian', 'Continental']",1100.0,Dine-out,158,0.8396946202531645,0.6232673595257829,329,178,48,166,69,0.7174610149572649,0.5886523584905661,0.44300677083333334,0.6721389473684211,0.6632102272727273
"783, Outer Ring Road, Nagarjun Enclave, 1st Phase, JP Nagar, Bangalore",Skyline Pizzeria,0,0,3.9,764,"+91 7795015404
+91 8197544572",JP Nagar,"Cafe, Bakery","['Pizza', 'Pasta', 'Mocktails', 'Pink Lemonade', 'Sandwiches', 'Mojito', 'Nachos']","['Cafe', 'Bakery', 'Italian']",600.0,Dine-out,216,0.8433273148148147,0.5430836206160331,533,223,37,201,182,0.727708421900161,0.8033241769547326,0.7805936507936508,0.7789194444444445,0.8206891812865498
"11-12/49, First Floor, 14th Main, Puttenahalli Road, Kothnur Main Road, Beside Brigade Millenium, 7th Stage, JP Nagar, Bangalore",The Chervil,1,0,4.1,232,"+91 9742891444
+91 9742890444",JP Nagar,Casual Dining,"['Peri Peri Chicken Wings', 'Mix Grill Sizzler', 'Fish', 'Murgh Ghee Roast', 'Biryani', 'Caramel Custard', 'Paneer Tikka Masala']","['North Indian', 'Continental']",1000.0,Dine-out,20,0.9111525,0.46871110365759505,41,24,1,39,1,0.7174352083333333,0.7083185897435897,0.7202,0.7375703703703703,0.9734499999999999
"99/4, Nataraja Layout, 7th Phase, JP Nagar, Bangalore",Mango Greens,0,1,3.9,48,"+91 9880863789
080 26851030",JP Nagar,Casual Dining,[],"['North Indian', 'Continental', 'Chinese']",900.0,Dine-out,5,0.90846,0.31831677446697637,13,7,3,5,2,0.725397,0.69389,0.5537666666666666,0.8066666666666666,0.65855
"1319, 100 Feet Road, 2nd Phase, JP Nagar, Bangalore",Andhra Ruchulu,1,1,4.2,1432,"+91 8970409660
+91 9900262033",JP Nagar,Casual Dining,"['Paneer Tikka', 'Bhuna Gosht', 'Andhra Meal', 'Chicken Biryani', 'Chicken Guntur', 'Chicken Sholey Kebab', 'Andhra Biryani']","['Andhra', 'North Indian']",800.0,Dine-out,133,0.8562503759398497,0.640144457917488,244,100,7,292,31,0.7117685651629072,0.6749848484848484,0.6228888888888889,0.7220897727272727,0.90235
"99/4, Nataraja Layout, 7th Phase, JP Nagar, Bangalore",Mango Tree- The Beer Garden,1,1,4.1,1322,"+91 9880863789
080 26851030",JP Nagar,Casual Dining,"['Dragon Chicken', 'Mutton Biryani', 'Mocktails', 'Dal Makhani', 'Rumali Roti', 'Butter Naan', 'Paneer Tikka']","['North Indian', 'Chinese', 'Continental']",1200.0,Dine-out,8,0.939925,0.6180353983562549,16,10,0,11,0,0.6840010714285714,0.86296,0.5,0.7605861111111112,0.5
"690/8, 14th Main, 15th Cross, 2nd Phase, JP Nagar, Bangalore",Caffe Pascucci,1,1,4.0,790,080 41200431,JP Nagar,Casual Dining,"['Coffee', 'Cappuccino', 'Sandwiches', 'Salads', 'Asparagus Soup', 'Woodfire Pizza', 'Bruschettas']","['Continental', 'Italian', 'Beverages']",1300.0,Dine-out,178,0.8724143258426966,0.5598125724166239,379,113,34,79,1,0.6742540489642185,0.6419236486486486,0.4627705882352941,0.6721440639269407,0.67
"745/AB, 2nd Floor, Shravanee Square, 24th Main, 15th cross, 6th Phase, JP Nagar, Bangalore",Casa Piccosa,1,1,4.1,847,"080 39510999
080 26538999",JP Nagar,"Casual Dining, Bar","['Cocktails', 'Cajun Chicken', 'Beer', 'Salads', 'Chilli Babycorn', 'Chicken Tacos', 'Murgh Platter']","['South American', 'Continental', 'Italian']",1100.0,Dine-out,11,0.9464818181818182,0.5797909979090476,11,19,5,7,4,0.7382666666666666,0.7023363636363636,0.766865,0.6582833333333333,0.7617875000000001
"726/A, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Nandhini Paradise,0,0,3.8,919,"+91 9742274049
+91 8040355555",JP Nagar,Casual Dining,"['Ghee Rice', 'Hyderabadi Biryani', 'Butter Naan', 'Chicken Guntur', 'Thali']",['North Indian'],600.0,Dine-out,4,0.8832375,0.5438617738816822,8,5,2,9,2,0.74170625,0.7012083333333333,0.6101,0.6488222222222222,0.766525
"1318, Near Bangalore Central, 2nd Phase, JP Nagar, Bangalore",D View Cafe,1,0,4.0,510,+91 9538943596,JP Nagar,"Cafe, Quick Bites","['Chicken Lollipop', 'Dragon Rolls', 'Pasta Alfredo', 'Chicken Pakora', 'Burgers', 'Cappuccino', 'Chicken Wings']","['Cafe', 'Italian', 'Chinese', 'Beverages']",1000.0,Dine-out,10,0.751035,0.523159331367398,18,25,1,12,2,0.7525760416666667,0.7800463541666667,0.720075,0.477525,0.698825
"72, 2nd Floor, Next to Max & Crossword, 3rd Phase, Inner Ring Road, JP Nagar, Bangalore",Oye Amritsar,1,1,3.8,763,"080 49577007
+91 9945524705",JP Nagar,Casual Dining,"['Lassi', 'Raita', 'Panneer Butter Masala', 'Dal Makhani', 'Jalebi', 'Biryani', 'Paneer Tikka']",['North Indian'],600.0,Dine-out,255,0.7406309803921569,0.5290541562368911,584,67,36,317,47,0.5483072998687664,0.6448373134328358,0.7318944444444444,0.5208639830508475,0.2800553191489361
"30, First Floor, 2nd Main, Santrupthi Nagar, Opposite Axis Bank, Kothanur Dinne Main Road, 7th Phase, Bangalore, JP Nagar, Bangalore",Machali Port,1,0,3.9,34,"+91 9113260882
+91 9886602028",JP Nagar,Casual Dining,"['Sea Food', 'Anjal Masala Fry', 'Fish Curry', 'Fish Fry', 'Thali', 'Neer Dosa']","['Mangalorean', 'Seafood', 'North Indian']",750.0,Dine-out,3,0.9843833333333334,0.29079629591072076,13,2,2,2,1,0.6690256944444445,0.755225,0.6400375,0.6796,0.8592
"Eden Park7, 8 Doresani Palya, Near Kalyani Magnum, Opposite Oracle, 5th Phase, JP Nagar, Bangalore",Melt - Eden Park,1,1,4.0,347,+91 9606487102,JP Nagar,Casual Dining,"['Tandoori Chicken', 'Biryani', 'Paneer Tikka', 'Chicken Curry', 'Plain Rice', 'Cheese Naan', 'Malaysian Noodles']","['North Indian', 'Chinese', 'Thai', 'Mughlai', 'Seafood']",1000.0,Dine-out,11,0.8369818181818183,0.49093215083896874,21,12,4,11,4,0.6658486363636363,0.6850149999999999,0.7775875,0.6536775,0.5707875
"1107, R.V.Dental College Road, 24th Main, 1st Phase, JP Nagar, Bangalore",Mockaholic Restro Beer Cafe,1,0,3.9,914,"080 42033222
+91 8884088553",JP Nagar,Bar,"['Beer', 'Momos', 'Pizza', 'Coffee', 'Dragon Chicken', 'Hot Pot', 'Mocktails']","['North Indian', 'Chinese', 'Pizza', 'BBQ']",1000.0,Dine-out,11,0.8465772727272727,0.5577281959414988,19,4,2,14,7,0.7266708333333334,0.7753416666666666,0.8727,0.6436625,0.57179375
"949, 2nd Floor, 24th Main, 2nd Phase, JP Nagar, Bangalore",Mandi,1,1,3.8,561,"080 26581432
+91 9880493432",JP Nagar,Casual Dining,"['Phirni', 'Chaat', 'Noodles', 'Rasgulla', 'Rabri', 'Butter Naan', 'Jalebi']",['North Indian'],800.0,Dine-out,1,0.9933000000000001,0.5045828370351523,5,2,0,1,0,0.6951833333333334,0.72855,0.5,0.7377,0.5
"277, 15th Cross, 21 Main, Outer Ring Road, JP Nagar 5th Phase, JP Nagar, Bangalore",Vaathsalya Millet Cafe,1,1,4.1,294,"+91 9449064494
+91 8125995641",JP Nagar,Casual Dining,"['Khichda', 'Thali', 'Jowar Roti', 'Cucumber Juice', 'Brownie', 'Palak Soup', 'Buttermilk']","['Healthy Food', 'South Indian']",500.0,Dine-out,4,0.9502875,0.4889982924262735,9,6,2,3,0,0.68589375,0.6871,0.5,0.635325,0.5
"18, 24th Main Road, Near Sobha Tulip Apartment, 5th Phase, JP Nagar, Bangalore",Oogway Express,1,0,3.9,349,"080 48538853
+91 9663634567",JP Nagar,Casual Dining,"['Noodles', 'Mocktails', 'Honey Chilli Potatoes', 'Veg Ball Manchurian', 'Kung Pao Chicken', 'Momos', 'Pepper Chicken']","['Chinese', 'Thai', 'Momos']",600.0,Dine-out,7,0.9547785714285714,0.47912756600904355,20,1,3,6,5,0.6913892857142857,0.91935,0.8849833333333332,0.854825,0.746475
"288, Ground Floor, Opposite HP Petrol Pump, 15th Cross, 18th Main, 5th Phase, JP Nagar, Bangalore",The Egg Factory,1,0,4.0,1310,080 40124848,JP Nagar,Casual Dining,"['French Toast', 'Masala Omelette', 'Pasta', 'Egg Paratha', 'Caramel Custard', 'Biryani', 'Penne Alfredo']","['Continental', 'American']",750.0,Dine-out,9,0.7418833333333333,0.6021969995773778,16,6,7,11,0,0.7144427083333333,0.65711875,0.65135,0.77685,0.5
"1743, Raghavendra Plaza , 2nd Phase, (Near Diwakars Hospital), JP Nagar, Bangalore",Zhang's - Chinese Restaurant,1,0,4.1,589,"080 26595988
080 26596420",JP Nagar,Casual Dining,"['Momos', 'Chilli Mushroom', 'Chop Suey', 'Sweet Corn Soup', 'Clear Soup', 'Hakka Noodles', 'Honey Chilli Potatoes']","['Chinese', 'Momos']",700.0,Dine-out,7,0.9435214285714286,0.5485990057151119,11,8,3,12,0,0.6509166666666667,0.69686,0.6874,0.716,0.5
"312, 2nd Floor, 15th Cross, 100 Feet Road, 5th Phase, JP Nagar, Bangalore",Coastal Mama,0,1,4.1,468,"080 41723334
080 41733334",JP Nagar,Casual Dining,"['Murgh Ghee Roast', 'Neer Dosa', 'Sea Food', 'Fish', 'Prawn Ghee Roast', 'Prawn Curry', 'Vegetable Biryani']","['Konkan', 'Mangalorean', 'North Indian', 'Seafood']",700.0,Dine-out,6,0.7255583333333333,0.52886359843456,14,7,3,4,3,0.5659625,0.48903,0.3884,0.7765625,0.7071000000000001
"54 & 65, Marenahalli Village, Sarakki Layout, JP Nagar, Bangalore",The Jade Kitchen,1,0,4.0,118,080 48527978,JP Nagar,Casual Dining,"['Manchow Soup', 'Noodles', 'Dragon Rolls', 'Honey Chilli Potatoes', 'Spring Roll']","['Chinese', 'Thai']",600.0,Dine-out,10,0.897865,0.4009132260387383,23,12,6,6,7,0.6754501666666667,0.7045592592592593,0.7614958333333333,0.5446833333333333,0.55928
"45, Opposite Mini Forest, 1st Main, 3rd Phase, JP Nagar, Bangalore",Parkview,0,0,4.0,130,"080 41509991
+91 9343078070",JP Nagar,Quick Bites,"['Paneer Hyderabadi', 'Biryani', 'Idli', 'Panneer Butter Masala', 'Roti', 'Coffee', 'Masala Dosa']","['South Indian', 'North Indian', 'Chinese']",300.0,Dine-out,1,0.65555,0.4089727100036631,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5
"18, Near RV Dental College, 5th 'A' Cross, Marenahalli, 2nd Phase, JP Nagar, Bangalore",Namma Kudla,1,0,4.0,200,"080 42075762
+91 9448212907",JP Nagar,Quick Bites,"['Sea Food', 'Neer Dosa', 'Fish', 'Crab Sukha', 'Biryani', 'Chicken Thali', 'Chicken Meal']","['Mangalorean', 'North Indian', 'Chinese', 'Seafood']",400.0,Dine-out,3,0.8891,0.4448859884917438,6,3,0,2,0,0.6600138888888889,0.389025,0.5,0.550575,0.5
"Outer Ring Road, 5th Phase, JP Nagar, Bangalore",Starbucks,0,0,4.2,386,"+91 9663994264
+91 8884678564",JP Nagar,Cafe,"['Coffee', 'Hot Chocolate', 'Sandwiches', 'Frappuccino', 'Hazelnut Latte', 'Vanilla Latte', 'Velvet Cake']","['Cafe', 'Desserts']",700.0,Dine-out,9,0.9283888888888889,0.5248351152039349,4,10,1,8,0,0.63785,0.6960375,0.71005,0.76997,0.5
"724, Rini Pearl, RBI Layout, Opposite EK Retail, 7th Phase, JP Nagar, Bangalore",Shanghai Court,1,0,4.1,181,"+91 9980137409
+91 9980497409",JP Nagar,Casual Dining,"['Mocktails', 'Manchow Soup', 'Clear Soup', 'Chicken Hakka Noodles', 'Schezwan Rice']","['Chinese', 'Thai']",700.0,Dine-out,8,0.97015625,0.44746991578196,20,5,5,5,3,0.8343609375000001,0.84731,0.8113666666666666,0.6959166666666666,0.99465
"1/8, Big Baazar, Kothanur Dinne Main Road, 7th Phase, RBI Layout, JP Nagar, Bangalore",Kakal-Kai Ruchi,1,0,3.7,218,+91 9448395832,JP Nagar,Casual Dining,"['Masala Dosa', 'Babycorn Manchurian', 'Filter Coffee', 'Chaat', 'Dahipuri', 'Masala Papad', 'Raagi Dosa']","['North Indian', 'South Indian', 'Chinese']",500.0,Dine-out,1,0.9855499999999999,0.41817477106290823,4,0,1,2,1,0.8665,0.5,0.98185,0.98185,0.98185
"41, Near Royal School, 24th Main, JP Nagar, Bangalore",Waah Biryani,0,0,3.8,117,+91 9008812888,JP Nagar,Quick Bites,"['Biryani', 'Butter Chicken', 'Chicken Wings', 'Tandoori Chicken', 'Chicken Grill', 'Arabian Grape Juice']","['North Indian', 'Chinese', 'Biryani']",350.0,Dine-out,207,0.7062966183574879,0.38019503736752186,349,33,34,101,84,0.5921503693181818,0.47666328125,0.6557441176470589,0.7619899193548387,0.7981735745614036
"1-8, RBI Layout, 7th Phase, JP Nagar, Bangalore",Danapani,0,0,3.8,59,080 42350950,JP Nagar,Casual Dining,['Roti'],"['North Indian', 'South Indian', 'Chinese']",500.0,Dine-out,4,0.8932625,0.3262947787088089,6,3,0,5,0,0.794125,0.7254833333333334,0.5,0.7552166666666666,0.5
"22/1, Krishna Building, Puttenahalli Main Road, 6th Phase, JP Nagar, Bangalore",Inchara,0,0,3.7,536,080 22449961,JP Nagar,Casual Dining,"['Paneer Tikka', 'Chicken Biryani', 'Cocktails', 'Prawn', 'Barbeque Chicken', 'Malai Kofta', 'Roti']","['North Indian', 'Continental', 'Chinese']",950.0,Dine-out,1,0.6806,0.4877733950968635,1,0,0,0,0,0.7202,0.5,0.5,0.5,0.5
